Straßenschlüssel;Straßenname;Stadtteilnummer;Stadtteilname;Postleitzahl;Stimmbezirk;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlbezirk;ungerade Hausnummer von;ungerade Hausnummer bis;gerade Hausnummer von;gerade Hausnummer bis
4289;Beisselweg;709;Grengel;51147;70901;93;17;9;1;7;2;6
413;Belaweg;907;Dünnwald;51069;90706;101;19;38;1;11;2;12
414;Belfortstr.;104;Neustadt/Nord;50668;10423;93;18;5;9;19;2;14
4290;Beller Weg;306;Junkersdorf;50858;30602;94;14;20;1;15;2;18
415;Bellerkreuzweg;601;Merkenich;50769;60103;95;16;29;11;49;2;48
416;Bellinger Weg;605;Lindweiler;50767;60501;95;16;28;1;25;2;14
417;Belvederestr.;305;Müngersdorf;50933;30505;94;14;20;1;159;4;124
417;Belvederestr.;309;Widdersdorf;50829;30901;94;14;21;201;213;;
418;Benderstr.;612;Worringen;50769;61204;95;16;29;15;37;12;36
419;Bendorfer Weg;801;Humboldt/Gremberg;51105;80103;93;18;43;;;2;16
420;Benediktusgasse;105;Deutz;50679;10504;93;18;6;1;7;4;14
421;Benesisstr.;103;Altstadt/Nord;50672;10302;93;18;4;1;25;4;34
421;Benesisstr.;103;Altstadt/Nord;50672;10301;93;18;4;29;63;36;66
4292;Benfleetstr.;307;Weiden;50858;30701;94;14;20;1;9b;;
4292;Benfleetstr.;307;Weiden;50858;30702;94;14;20;;;4;10
4292;Benfleetstr.;307;Weiden;50858;30712;94;14;21;11;47;12;16
422;Benjaminstr.;105;Deutz;50679;10511;93;18;6;3;25;2;26
4293;Bennauerstr.;706;Porz;51143;70607;93;17;11;1;1;;
423;Bennoplatz;804;Höhenberg;51103;80401;93;18;44;;;2;14
424;Bennstr.;809;Neubrück;51109;80902;93;18;45;1;11;2;8
425;Benrather Str.;506;Longerich;50737;50604;95;16;30;1;3;2;32
426;Bensberger Marktweg;905;Dellbrück;51069;90518;101;19;39;7;85;4;20
426;Bensberger Marktweg;905;Dellbrück;51069;90516;101;19;39;351;393;322;422
4294;Bensberger Str.;705;Eil;51107;70503;93;17;8;;;;
427;Bensheimer Str.;805;Ostheim;51107;80506;93;18;45;1;15;2;28
428;Berberitzenweg;603;Seeberg;50769;60303;95;16;26;25;31;2;36
429;Bergengruenstr.;809;Neubrück;51109;80901;93;18;45;1;43;2;46
4296;Bergerstr.;706;Porz;51143;70605;93;17;11;1;53;2;42
4296;Bergerstr.;706;Porz;51145;70602;93;17;8;63;153;60;108
4296;Bergerstr.;705;Eil;51145;70507;93;17;8;155;215;120;174
4296;Bergerstr.;705;Eil;51145;70504;93;17;8;223;249;;
430;Berghauser Str.;506;Longerich;50737;50601;95;16;30;1;11;2;8
431;Bergheimer Weg;506;Longerich;50737;50603;95;16;30;21;27;30;30
433;Bergisch Gladbacher Str.;901;Mülheim;51065;90113;101;19;36;67;161;2;152
433;Bergisch Gladbacher Str.;903;Buchheim;51063;90301;101;19;35;177;269;170;250
433;Bergisch Gladbacher Str.;904;Holweide;51067;90410;101;19;40;415;465;380;444
433;Bergisch Gladbacher Str.;904;Holweide;51067;90408;101;19;40;471;537;446;556
433;Bergisch Gladbacher Str.;904;Holweide;51067;90404;101;19;40;557;759;564;754
433;Bergisch Gladbacher Str.;905;Dellbrück;51069;90504;101;19;39;781;829;778;848
433;Bergisch Gladbacher Str.;905;Dellbrück;51069;90503;101;19;39;835;981;858;1006
433;Bergisch Gladbacher Str.;905;Dellbrück;51069;90508;101;19;39;983;1103;1008;1116
433;Bergisch Gladbacher Str.;905;Dellbrück;51069;90507;101;19;39;1109;1209;1124;1248
4299;Bergische Str.;307;Weiden;50858;30704;94;14;20;1;9;2;10
432;Bergischer Ring;901;Mülheim;51063;90106;101;19;36;29;71;40;40
434;Bergiusstr.;902;Buchforst;51065;90202;101;19;35;;;2;16
435;Bergstr.;502;Mauenheim;50739;50204;95;16;31;1;47;4;14d
435;Bergstr.;502;Mauenheim;50739;50203;95;16;31;49;103;16;66
435;Bergstr.;502;Mauenheim;50739;50202;95;16;31;105;117;68;74
4298;Bergstr. (Sürth);210;Sürth;50999;21008;94;13;14;3;49;2;50
4298;Bergstr. (Sürth);210;Sürth;50999;21007;94;13;14;51;79;52;82
5894;Bergwinkel;210;Sürth;50999;21008;94;13;14;1;19;;
436;Berliner Str.;901;Mülheim;51063;90119;101;19;36;1;103;2;116
436;Berliner Str.;901;Mülheim;51063;90121;101;19;36;111;229;118;232
436;Berliner Str.;906;Höhenhaus;51061;90605;101;19;38;255;279;300;366
436;Berliner Str.;906;Höhenhaus;51061;90604;101;19;38;281;281;368;518
436;Berliner Str.;906;Höhenhaus;51061;90602;101;19;38;525;589;;
436;Berliner Str.;907;Dünnwald;51069;90703;101;19;38;775;829;;
436;Berliner Str.;907;Dünnwald;51069;90707;101;19;38;839;927;850;938
436;Berliner Str.;907;Dünnwald;51069;90704;101;19;38;929;1027;940;1020
4301;Berliner Str. (Weiden);307;Weiden;50859;30709;94;14;21;1;21;12;20
4300;Berliner Str. (Westhoven);702;Westhoven;51149;70205;93;17;7;1;1;2;2
4300;Berliner Str. (Westhoven);702;Westhoven;51149;70204;93;17;7;5;33;8;36
3744;Berlin-Kölnische Allee;205;Zollstock;50969;20509;94;13;13;;;2;4
3744;Berlin-Kölnische Allee;205;Zollstock;50969;20509;94;13;13;;;;
437;Bernanosweg;809;Neubrück;51109;80901;93;18;45;1;5;2;24
438;Bernburger Weg;906;Höhenhaus;51061;90608;101;19;38;1;11;4;6
3445;Berndorffstr.;201;Bayenthal;50968;20106;94;13;12;;;2;6
439;Berner Str.;901;Mülheim;51063;90122;101;19;37;1;61;2;26
440;Bernhard-Falk-Str.;506;Longerich;50737;50609;95;16;30;1;57;2;58
3570;Bernhard-Feilchenfeld-Str.;205;Zollstock;50969;20508;94;13;13;1;1;;
3570;Bernhard-Feilchenfeld-Str.;205;Zollstock;50969;20507;94;13;13;3;13;2;46
3778;Bernhard-Günther-Str.;504;Niehl;50735;50404;95;16;30;;;6;20
441;Bernhard-Letterhaus-Str.;104;Neustadt/Nord;50670;10415;93;18;5;17;51;2;40
442;Bernhardstr.;201;Bayenthal;50968;20103;94;13;12;1;103;12;110
442;Bernhardstr.;201;Bayenthal;50968;20104;94;13;12;105;121;116;126
442;Bernhardstr.;201;Bayenthal;50968;20107;94;13;12;131;165;132;172
443;Bernkasteler Str.;205;Zollstock;50969;20510;94;13;13;1;71;;
443;Bernkasteler Str.;205;Zollstock;50969;20511;94;13;13;;;52;74
444;Berrenrather Str.;302;Sülz;50937;30205;94;14;16;119;139;134;138
444;Berrenrather Str.;302;Sülz;50937;30208;94;14;16;155;185;150;198
444;Berrenrather Str.;302;Sülz;50937;30209;94;14;16;197;221;200;208
444;Berrenrather Str.;302;Sülz;50939;30209;94;14;16;;;216;266
444;Berrenrather Str.;302;Sülz;50937;30221;94;14;17;311;353;270;296
444;Berrenrather Str.;302;Sülz;50937;30220;94;14;17;;;330;334
444;Berrenrather Str.;302;Sülz;50937;30219;94;14;17;355;373;340;358
444;Berrenrather Str.;302;Sülz;50937;30213;94;14;17;377;411;364;398
444;Berrenrather Str.;302;Sülz;50937;30216;94;14;17;419;477;406;448
444;Berrenrather Str.;302;Sülz;50937;30215;94;14;17;527;549;468;602
445;Berrischstr.;611;Roggendorf/Thenhoven;50769;61101;95;16;29;1;187;2;192c
5663;Bert-Fenger-Str.;306;Junkersdorf;50858;30606;94;14;20;;;4;24
6086;Bertha-Benz-Karree;805;Ostheim;51107;80503;93;18;45;1;165;2;26
6140;Bertha-Sander-Str.;406;Ossendorf;50829;40603;95;15;24;1;57;6;24
446;Bertha-von-Suttner-Str.;904;Holweide;51067;90411;101;19;40;1;51;;
447;Bertoldistr.;901;Mülheim;51065;90106;101;19;36;13;21;2;6
448;Bertolt-Brecht-Str.;405;Bocklemünd/Mengenich;50829;40503;95;15;25;1;57;2;26
449;Bertramstr.;802;Kalk;51103;80202;93;18;42;1;65;10;50
449;Bertramstr.;802;Kalk;51103;80207;93;18;42;;;2;8a
449;Bertramstr.;802;Kalk;51103;80201;93;18;42;69;105;62;90
4302;Bertramstr. (Weiß);209;Weiß;50999;20905;94;13;14;1;33;2;28
450;Berwartsteinweg;507;Bilderstöckchen;50739;50703;95;15;31;1;9;2;8
4305;Berzdorfer Str.;212;Immendorf;50997;21202;94;13;15;1;29;2;40
5827;Besenbinderstr.;705;Eil;51145;70504;93;17;8;1;21;2;28
451;Besselstr.;902;Buchforst;51065;90202;101;19;35;1;41;10;34
452;Beßlen Käulchen;612;Worringen;50769;61202;95;16;29;1;17c;2;86
5918;Bethlehem-Platz;309;Widdersdorf;50859;30906;94;14;21;;;;
453;Betzdorfer Str.;105;Deutz;50679;10507;93;18;6;1;1;2;2
454;Beuelsweg;501;Nippes;50733;50124;95;15;33;1;29;6;26
455;Beuthener Str.;903;Buchheim;51065;90307;101;19;35;;;14;14
455;Beuthener Str.;903;Buchheim;51065;90308;101;19;35;17;25;16;26
456;Bevingsweg;806;Merheim;51109;80604;93;17;44;1;19;2;20g
456;Bevingsweg;806;Merheim;51109;80601;93;17;44;;;22;26
457;Bez.Sportanl.Prälat Ludw.Wolker;401;Ehrenfeld;50823;40112;95;15;22;;;;
458;Biberstr.;101;Altstadt/Süd;50678;10110;94;13;1;1;7;2;8
458;Biberstr.;101;Altstadt/Süd;50678;10109;94;13;1;9;35;10;48
5818;Biberweg;308;Lövenich;50859;30809;94;14;21;3;3;4;6
459;Biegerstr.;901;Mülheim;51063;90104;101;19;36;9;19;22;28
460;Bielefelder Str.;506;Longerich;50737;50603;95;16;30;1;17;2;24
4306;Bielefelder Str. (Eil);705;Eil;51145;70507;93;17;8;;;2;10
4307;Bieselweg;710;Wahnheide;51147;71004;93;17;10;1;27;2;10a
4307;Bieselweg;710;Wahnheide;51147;71005;93;17;10;;;12;60
461;Biesfelder Str.;905;Dellbrück;51069;90509;101;19;39;1;7;2;6
462;Biesterfeldstr.;404;Vogelsang;50829;40406;95;15;25;1;7;2;4
463;Biggestr.;303;Lindenthal;50931;30324;94;14;19;1;23;2;2
464;Bilharzstr.;908;Stammheim;51061;90805;101;19;37;1;17;2;28
465;Bilsteiner Str.;806;Merheim;51109;80606;93;17;44;1;9;2;6
466;Bindingstr.;809;Neubrück;51109;80901;93;18;45;1;41;2;22
4311;Birgitstr.;209;Weiß;50999;20906;94;13;14;5;7;8;8
4308;Birkenallee (Heumar);808;Rath/Heumar;51107;80807;93;17;41;1;21;2;28
4309;Birkenallee (Junkersdorf);306;Junkersdorf;50858;30604;94;14;20;1;5;2;16a
4309;Birkenallee (Junkersdorf);306;Junkersdorf;50858;30605;94;14;20;;;18;32
467;Birkenfelder Str.;302;Sülz;50935;30233;94;14;17;1;23;2;40
4310;Birkenstr.;208;Rodenkirchen;50996;20801;94;13;12;1;15;2;30
468;Birkenweg;907;Dünnwald;51069;90708;101;19;38;;;2;4
468;Birkenweg;906;Höhenhaus;51061;90611;101;19;38;7;19;;
468;Birkenweg;906;Höhenhaus;51061;90603;101;19;38;21;39;;
4313;Birkenweg (Grengel);709;Grengel;51147;70903;93;17;9;1;23;2;50
4315;Birkenweg (Hochkirchen);206;Rondorf;50997;20609;94;13;15;1;63;2;66
4315;Birkenweg (Hochkirchen);206;Rondorf;50997;20610;94;13;15;65;95;68;158
4312;Birkenweg (Pesch);606;Pesch;50767;60606;95;16;28;1;5;;
4314;Birkenweg (Widdersdorf);309;Widdersdorf;50859;30905;94;14;21;1;3;2;2
469;Birkhuhnweg;404;Vogelsang;50829;40402;95;15;25;1;17;2;4
470;Birresborner Str.;303;Lindenthal;50935;30301;94;14;18;3;55;2;40
5984;Bisamweg;308;Lövenich;50859;30808;94;14;21;;;;
471;Bischofsgartenstr.;103;Altstadt/Nord;50667;10304;93;18;4;1;1;4;4
472;Bischofsweg;203;Raderberg;50969;20302;94;13;13;;;0;52
474;Bismarckstr.;104;Neustadt/Nord;50672;10407;93;18;4;1;23;10;44
474;Bismarckstr.;104;Neustadt/Nord;50672;10408;93;18;4;25;37;;
474;Bismarckstr.;104;Neustadt/Nord;50672;10405;93;18;4;39a;53;46;74
4316;Bismarckstr. (Rodenkirchen);208;Rodenkirchen;50996;20806;94;13;14;1;31;2;16
5922;Bistritzer Str.;307;Weiden;50858;30701;94;14;20;1;123;2;124
475;Bitburger Str.;303;Lindenthal;50935;30301;94;14;18;1;7;2;8
476;Bitterstr.;612;Worringen;50769;61204;95;16;29;1;117;2;106
5980;Bitzweg;714;Zündorf;51143;71401;93;17;11;1;5;2;14
6148;Blandina-Ridder-Str.;303;Lindenthal;50935;30318;94;14;18;;;;
477;Blankenheimer Str.;302;Sülz;50937;30219;94;14;17;1;59;2;56
4317;Blasiusstr.;213;Meschenich;50997;21304;94;13;15;5;25;8;30
478;Blaubach;101;Altstadt/Süd;50676;10101;94;13;1;1;3;;
478;Blaubach;101;Altstadt/Süd;50676;10120;94;13;6;7;13;2;34
479;Blaue-Funken-Weg;101;Altstadt/Süd;50676;10107;94;13;1;;;2;2
4318;Blaugasse;309;Widdersdorf;50859;30902;94;14;21;1;41;2;46
5853;Blautannenweg;206;Rondorf;50997;20609;94;13;15;5;19;2;18
480;Bleicheroder Weg;906;Höhenhaus;51061;90605;101;19;38;1;9;2;8
481;Bleichstr.;901;Mülheim;51063;90106;101;19;36;1;25;2;18
3460;Blériotstr.;406;Ossendorf;50827;40603;95;15;24;1;13;2;20
482;Bliesheimer Str.;204;Raderthal;50968;20402;94;13;12;1;13;;
483;Blockstr.;608;Volkhoven/Weiler;50765;60801;95;16;26;9;67;56;70
483;Blockstr.;611;Roggendorf/Thenhoven;50769;61101;95;16;29;;;80;80a
484;Blücherstr.;501;Nippes;50733;50117;95;15;32;3;17;2;10
484;Blücherstr.;501;Nippes;50733;50118;95;15;32;19;25;12;18
4319;Blücherstr. (Rodenkirchen);208;Rodenkirchen;50996;20805;94;13;12;1;7;2;18
4320;Blumenallee;306;Junkersdorf;50858;30604;94;14;20;1;51a;6;16
4320;Blumenallee;306;Junkersdorf;50858;30603;94;14;20;51b;55;20;26
485;Blumenbergsweg;602;Fühlingen;50769;60201;95;16;29;;;;
485;Blumenbergsweg;610;Blumenberg;50765;61003;95;16;27;;;;
486;Blumenstr.;103;Altstadt/Nord;50670;10314;93;18;4;3;17;2;20
4321;Blumental;206;Rondorf;50997;20607;94;13;15;1;23;2;36
487;Blumenthalstr.;104;Neustadt/Nord;50670;10419;93;18;5;1;31;2;32
487;Blumenthalstr.;104;Neustadt/Nord;50670;10418;93;18;5;33;33;50;52
487;Blumenthalstr.;104;Neustadt/Nord;50668;10425;93;18;5;73;97;54;72
3511;Boberweg;609;Chorweiler;50765;60904;95;16;27;;;;
495;Böblinger Str.;507;Bilderstöckchen;50739;50708;95;15;31;;;2;22
488;Bobstr.;101;Altstadt/Süd;50676;10117;94;13;3;7;9;2;36
489;Bocholter Str.;806;Merheim;51109;80603;93;17;44;1;15;;
489;Bocholter Str.;806;Merheim;51109;80605;93;17;44;;;2;14
490;Bochumer Str.;804;Höhenberg;51103;80404;93;18;44;3;13;2;18
4322;Bochumer Str. (Eil);705;Eil;51145;70507;93;17;8;1;5;4;14
3714;Böcking-Park;901;Mülheim;51063;90118;101;19;37;;;;
3698;Böckingstr.;901;Mülheim;51063;90118;101;19;37;1;67;2;74
496;Böcklinstr.;305;Müngersdorf;50933;30504;94;14;20;1;11;2;14
4323;Bodelschwinghstr.;307;Weiden;50859;30707;94;14;21;1;21;2;12
491;Bodendorfer Str.;205;Zollstock;50969;20502;94;13;13;1;5;2;2
492;Bodenheimerstr.;403;Bickendorf;50827;40302;95;15;25;1;9;16;40
4324;Bodenshofweg;306;Junkersdorf;50858;30608;94;14;20;1;9;2;12
493;Bodestr.;906;Höhenhaus;51061;90605;101;19;38;1;3;18;20
4325;Bödingerstr.;213;Meschenich;50997;21301;94;13;15;7;27;2;34
4325;Bödingerstr.;206;Rondorf;50997;20602;94;13;15;;;300;318
494;Bodinusstr.;503;Riehl;50735;50303;95;16;33;1;7;2;10
497;Böhmweg;809;Neubrück;51109;80901;93;18;45;1;5;2;32
501;Bohnenblechweg;612;Worringen;50769;61202;95;16;29;1;43;2;24
502;Boisseréestr.;102;Neustadt/Süd;50674;10225;94;13;3;1;15;2;22
503;Bollgartenstr.;612;Worringen;50769;61205;95;16;29;5;21;2;8
504;Bolligstr.;612;Worringen;50769;61204;95;16;29;1;27;2;16
504;Bolligstr.;612;Worringen;50769;61205;95;16;29;;;18;26
505;Boltensternstr.;503;Riehl;50735;50310;95;16;33;1;39;2;14d
505;Boltensternstr.;503;Riehl;50735;50309;95;16;33;;;16;90
505;Boltensternstr.;503;Riehl;50735;50302;95;16;33;43;47;;
505;Boltensternstr.;503;Riehl;50735;50301;95;16;33;61;95;;
505;Boltensternstr.;503;Riehl;50735;50306;95;16;33;111;131;;
505;Boltensternstr.;504;Niehl;50735;50405;95;16;33;157;173;96;130
505;Boltensternstr.;504;Niehl;50735;50411;95;16;34;337;351;340;350
506;Bolzengasse;103;Altstadt/Nord;50667;10304;93;18;4;1;11;2;4
507;Bonhoefferstr.;908;Stammheim;51061;90803;101;19;37;13;21;2;10
507;Bonhoefferstr.;908;Stammheim;51061;90806;101;19;37;25;25;12;20
4330;Bonhoefferstr. (Auweiler);607;Esch/Auweiler;50765;60702;95;16;28;1;7;2;6
508;Bonifazstr.;201;Bayenthal;50968;20103;94;13;12;1;15;4;22
4333;Bonner Landstr.;208;Rodenkirchen;50996;20803;94;13;12;1;1;;
4333;Bonner Landstr.;207;Hahnwald;50996;20702;94;13;15;25;125a;100;100
509;Bonner Str.;102;Neustadt/Süd;50677;10209;94;13;2;1;39;2;46
509;Bonner Str.;102;Neustadt/Süd;50677;10210;94;13;2;41;91;50;98
509;Bonner Str.;201;Bayenthal;50968;20101;94;13;12;131;153;126;180
509;Bonner Str.;201;Bayenthal;50968;20102;94;13;12;205;211;;
509;Bonner Str.;201;Bayenthal;50968;20104;94;13;12;213;249;220;242
509;Bonner Str.;201;Bayenthal;50968;20108;94;13;12;261;351a;244;328
509;Bonner Str.;202;Marienburg;50968;20202;94;13;12;381;417;350;498
509;Bonner Str.;202;Marienburg;50968;20204;94;13;12;447;543;500;540
4331;Bonner Str. (Porz);706;Porz;51145;70601;93;17;8;1;17;2;4
4331;Bonner Str. (Porz);705;Eil;51145;70508;93;17;8;23;51;40;82
4331;Bonner Str. (Porz);705;Eil;51145;70507;93;17;8;53;75;84;106
510;Bonner Wall;102;Neustadt/Süd;50677;10210;94;13;2;1;19;2;6
510;Bonner Wall;102;Neustadt/Süd;50677;10211;94;13;2;25;55;82;124
4335;Bonnstr.;307;Weiden;50859;30707;94;14;21;1;1;;
498;Börnestr.;405;Bocklemünd/Mengenich;50829;40504;95;15;25;1;13;14;24
512;Bornheimer Str.;205;Zollstock;50969;20516;94;13;13;1;1a;;
512;Bornheimer Str.;205;Zollstock;50969;20517;94;13;13;1b;15;22;46
512;Bornheimer Str.;205;Zollstock;50969;20502;94;13;13;;;2;20
512;Bornheimer Str.;205;Zollstock;50969;20516;94;13;13;17;19;;
4327;Börschgasse;714;Zündorf;51143;71401;93;17;11;1;9;4;12
4327;Börschgasse;714;Zündorf;51143;71404;93;17;11;11;13;14;16a
499;Börsengäßchen;101;Altstadt/Süd;50676;10120;94;13;6;;;;
499;Börsengäßchen;103;Altstadt/Nord;50676;10304;93;18;4;;;;
500;Börsenplatz;103;Altstadt/Nord;50668;10313;93;18;4;1;1;;
513;Borsigstr.;401;Ehrenfeld;50825;40124;95;15;24;13;19;2;32
6045;Boskoopweg;607;Esch/Auweiler;50765;60701;95;16;28;1;21;2;14
514;Brabanter Str.;104;Neustadt/Nord;50674;10404;93;18;4;1;9;2;2
514;Brabanter Str.;104;Neustadt/Nord;50674;10403;93;18;4;13;19;6;8
514;Brabanter Str.;104;Neustadt/Nord;50672;10402;93;18;4;23;57;;
514;Brabanter Str.;104;Neustadt/Nord;50672;10401;93;18;4;;;32;52
515;Bragistr.;808;Rath/Heumar;51107;80801;93;17;41;;;2;4
516;Brahmsstr.;303;Lindenthal;50935;30319;94;14;18;1;17;2;12
517;Brambachstr.;905;Dellbrück;51069;90514;101;19;39;3;73;2;90
518;Brandenburger Str.;103;Altstadt/Nord;50668;10307;93;18;4;1;23;2;24
519;Brandrosterweg;905;Dellbrück;51069;90515;101;19;39;1;17;;
520;Brandtsplatz;402;Neuehrenfeld;50825;40211;95;15;23;3;7;;
521;Braubachstr.;405;Bocklemünd/Mengenich;50829;40504;95;15;25;1;19;2;24
4338;Braugasse;308;Lövenich;50859;30803;94;14;21;1;31;2;28
522;Brauneberger Str.;205;Zollstock;50969;20511;94;13;13;1;7;2;10
523;Braunfelsweg;603;Seeberg;50769;60305;95;16;26;1;1;;
524;Braunlager Weg;906;Höhenhaus;51061;90605;101;19;38;1;7;2;8
525;Braunstr.;304;Braunsfeld;50933;30406;94;14;19;15;25;;
525;Braunstr.;304;Braunsfeld;50933;30407;94;14;19;31;43;12;44
4339;Brauweilerstr.;308;Lövenich;50859;30804;94;14;21;1;25;2;14
4339;Brauweilerstr.;308;Lövenich;50859;30803;94;14;21;65;75;16;62
4339;Brauweilerstr.;308;Lövenich;50859;30806;94;14;21;77;99;64;122
4339;Brauweilerstr.;308;Lövenich;50859;30805;94;14;21;173;183;200;200
526;Brauweilerweg;305;Müngersdorf;50933;30504;94;14;20;93;207;6;90
527;Bredemeyerstr.;901;Mülheim;51063;90121;101;19;36;;;2;28
528;Bregenzer Str.;303;Lindenthal;50935;30316;94;14;18;1;17;6;6
529;Brehmstr.;503;Riehl;50735;50308;95;16;33;1;17;;
529;Brehmstr.;503;Riehl;50735;50307;95;16;33;;;2;6
530;Breibergstr.;301;Klettenberg;50939;30110;94;14;16;1;35;2;16
532;Breite Str.;103;Altstadt/Nord;50667;10302;93;18;4;1;169;6;96
532;Breite Str.;103;Altstadt/Nord;50667;10304;93;18;4;;;2;4
532;Breite Str.;103;Altstadt/Nord;50667;10303;93;18;4;;;100;132
4341;Breitenbachstr.;704;Gremberghoven;51149;70401;93;17;8;1;23;2;24
531;Breiter Wall;612;Worringen;50769;61206;95;16;29;3;11;2;34
534;Bremer Str.;104;Neustadt/Nord;50670;10411;93;18;5;1;5;2;6
533;Bremerhavener Str.;504;Niehl;50735;50404;95;16;30;23;43;10;10
535;Bremsstr.;205;Zollstock;50969;20508;94;13;13;1;19;2;12
536;Breniger Str.;205;Zollstock;50969;20516;94;13;13;1;3;2;18
536;Breniger Str.;205;Zollstock;50969;20517;94;13;13;5;11;;
537;Brentanostr.;402;Neuehrenfeld;50825;40218;95;15;23;1;11;2;18
538;Breslauer Platz;103;Altstadt/Nord;50668;10307;93;18;4;1;1;2;6
539;Breslauer Str.;907;Dünnwald;51069;90703;101;19;38;1;15;2;12
4343;Breslauer Str. (Urbach);707;Urbach;51145;70702;93;17;9;1;11;2;12
4343;Breslauer Str. (Urbach);707;Urbach;51145;70701;93;17;9;15;41;14;26
4344;Breslauer Str. (Weiden);307;Weiden;50858;30704;94;14;20;11;11;2;20
4344;Breslauer Str. (Weiden);307;Weiden;50858;30702;94;14;20;17;35;22;36
3752;Brettener Str.;805;Ostheim;51107;80506;93;18;45;1;15;;
540;Breuerstr.;802;Kalk;51103;80206;93;18;42;3;41;2;40
541;Briandstr.;809;Neubrück;51109;80904;93;18;45;1;27;2;30
542;Brictiusstr.;601;Merkenich;50769;60104;95;16;29;3;17;2;24
543;Briedeler Str.;205;Zollstock;50969;20509;94;13;13;3;15;2;14
544;Brigittengäßchen;103;Altstadt/Nord;50667;10305;93;18;4;13;29;;
545;Briloner Str.;806;Merheim;51109;80606;93;17;44;5;11b;8;12
4345;Bringsweg;712;Lind;51147;71203;93;17;10;;;22;34
4346;Brivestr.;705;Eil;51145;70501;93;17;8;1;11;2;10
547;Brohler Str.;202;Marienburg;50968;20202;94;13;12;1;17;2;16
548;Broichstr.;806;Merheim;51109;80601;93;17;44;;;2;18d
548;Broichstr.;807;Brück;51109;80703;93;17;41;;;28;52
548;Broichstr.;806;Merheim;51109;80602;93;17;44;;;;
546;Brölweg;906;Höhenhaus;51061;90602;101;19;38;1;7;2;16
549;Brombeergasse;612;Worringen;50769;61207;95;16;29;;;2;24
549;Brombeergasse;612;Worringen;50769;61206;95;16;29;61;61;44;46
4348;Brombeerweg;808;Rath/Heumar;51107;80812;93;17;41;1;15;2;14
550;Bruchfeld;807;Brück;51109;80703;93;17;41;1;13;2;22
551;Bruchpfädchen;611;Roggendorf/Thenhoven;50769;61101;95;16;29;1;13;;
552;Bruchsaler Str.;805;Ostheim;51107;80504;93;18;45;3;21;2;2c
552;Bruchsaler Str.;805;Ostheim;51107;80503;93;18;45;;;4;14
552;Bruchsaler Str.;805;Ostheim;51107;80504;93;18;45;;;22;22
553;Bruchstr.;611;Roggendorf/Thenhoven;50769;61101;95;16;29;1;23;50;144
556;Brückenauer Str.;804;Höhenberg;51103;80405;93;18;44;;;;
557;Brückenstr.;103;Altstadt/Nord;50667;10304;93;18;4;1;23;6;6
4351;Brückenstr. (Rodenkirchen);208;Rodenkirchen;50996;20803;94;13;12;11;39;2;110
4351;Brückenstr. (Rodenkirchen);208;Rodenkirchen;50996;20804;94;13;12;41;47;;
3831;Brücker Gemarkenweg;807;Brück;51109;80702;93;17;41;;;;
558;Brücker Heide;807;Brück;51109;80701;93;17;41;1;15;;
558;Brücker Heide;807;Brück;51109;80702;93;17;41;;;2;16
559;Brücker Mauspfad;807;Brück;51109;80709;93;17;41;171;537;180;516
559;Brücker Mauspfad;807;Brück;51109;80710;93;17;41;539;545;530;578
559;Brücker Mauspfad;807;Brück;51109;80703;93;17;41;589;741;584;646
554;Brucknerstr.;303;Lindenthal;50931;30325;94;14;19;1;15;2;18
4349;Brucknerstr. (Urbach);707;Urbach;51145;70704;93;17;9;;;40;40
560;Brück-Rather Steinweg;807;Brück;51109;80707;93;17;41;;;;
560;Brück-Rather Steinweg;808;Rath/Heumar;51107;80808;93;17;41;;;;
4352;Brüder-Grimm-Str.;206;Rondorf;50997;20607;94;13;15;1;35;10;52
555;Bruder-Klaus-Platz;901;Mülheim;51063;90123;101;19;37;1;3;2;8a
561;Brüderstr.;103;Altstadt/Nord;50667;10302;93;18;4;1;19;2;4
3770;Brügelmannstr.;105;Deutz;50679;10501;93;18;6;1;7;16;18
562;Brüggener Str.;205;Zollstock;50969;20513;94;13;13;1;1;2;2
4354;Brühler Landstr.;204;Raderthal;50997;20401;94;13;12;5;5;2;2
4354;Brühler Landstr.;206;Rondorf;50997;20601;94;13;15;39;93;54;300
4354;Brühler Landstr.;213;Meschenich;50997;21304;94;13;15;401;419;402;436
4354;Brühler Landstr.;213;Meschenich;50997;21303;94;13;15;425;551;438;552
563;Brühler Platz;204;Raderthal;50968;20404;94;13;12;1;17;2;22
564;Brühler Str.;203;Raderberg;50968;20301;94;13;13;1;121;2;136
564;Brühler Str.;204;Raderthal;50968;20402;94;13;12;183;325;150;300
568;Bruktererstr.;105;Deutz;50679;10509;93;18;6;1;5;2;6
565;Brüngesrath;611;Roggendorf/Thenhoven;50769;61102;95;16;29;;;;
4357;Brunhildenweg;710;Wahnheide;51147;71006;93;17;10;1;31;2;12
569;Brunhildplatz;502;Mauenheim;50739;50201;95;16;31;1;19;2;20
4358;Brunhildstr.;208;Rodenkirchen;50996;20808;94;13;14;5;5;2;4
570;Brunkensteinstr.;302;Sülz;50935;30234;94;14;17;1;39;2;12
571;Brunnenstr.;205;Zollstock;50969;20504;94;13;13;1;5;2;8
6129;Bruno-Kisch-Weg;303;Lindenthal;50931;30304;94;14;18;;;;
